category,title_ar,title_en,slug,active_period,school
thinkers,جون هـ. مَكغْرِي,John H. McGrew,thk-jcmcgrew,1990,br-psychiatric-rehabilitation
thinkers,خورخي كولابينتو,Jorge Colapinto,thk-jcolapinto,1975,العلاج الأسري البنيوي
thinkers,جون كونستانتينو,John N. Constantino,thk-jconstantino,2000,العلاج التكاملي-النمائي (DIR/Floortime)
thinkers,جوردان ديفيد,Jordan David,thk-jdavid,1990-2010,العلاج الاجتماعي (Social Therapy)
thinkers,جوديث دِلوزييه,Judith DeLozier,thk-jdelozier,1975-2015,البرمجة اللغوية العصبية (NLP)
thinkers,جوان ديفيد,JoAnn Difede,thk-jdifede,1998,br-vr-therapy
thinkers,جيفري زايغ,Jeffrey K. Zeig,thk-jeffrey-zeig,1980,التنويم الإريكسوني
thinkers,جينا براون,Jenna Brown,thk-jenna-brown,2014,br-discernment-counseling
thinkers,جينيفر تشيڤنز,Jennifer S. Cheavens,thk-jennifer-cheavens,2005,العلاج القائم على الأمل (Snyder)
thinkers,جينيفر أولدنغ,Jennifer Olding,thk-jennifer-olding,2015,العلاج الزوجي المرتكز على الانفعال (EFT)
thinkers,جينيفر شواب,Jennifer L. Schwab,thk-jenniferschwab,2015,Discernment Counseling (الاستشارة التمييزية)
thinkers,جيني كريستنسن,Jenny M. Christensen,thk-jenny-christensen,2010,العلاج الديناميكي البيني القصير (DIT)
thinkers,جوزيف فابري,Joseph Fabry,thk-jfabry,1955-1998,br-logotherapy
thinkers,خورخي فيرير,Jorge N. Ferrer,thk-jferrer,1990-2019,علم النفس التكاملي (Integral)
thinkers,جين فلاكس,Jane Flax,thk-jflax,1980,التحليل النفسي النسوي
thinkers,جون فوكس,John Fox,thk-jfox,1975,الشعر العلاجي
thinkers,جيمس فرامو,James L. Framo,thk-jframo,1962-2006,العلاج الأسري السياقي متعدد الأجيال
thinkers,جيل فريدمان,Jill Freedman,thk-jfreedman,1985,العلاج السردي (Narrative Therapy)
thinkers,جوزيف غانت,Joseph Gantt,thk-jgantt,2000,السيكودراما والسوسيومتري
thinkers,جين غيبسر,Jean Gebser,thk-jgebser,1949-1973,علم النفس التكاملي (Integral)
thinkers,جون جيدو,John E. Gedo,thk-jgedo,1965-2014,التنويم التحليلي
thinkers,جوليا غوتمان,Julie Schwartz Gottman,thk-jgottman-sr,1990,طريقة غوتمان الزوجية
thinkers,جيمس ليبشيتز,James Lubin,thk-jgould,1980,العلاج متعدد الأجهزة (MST)
thinkers,جايك غرينسبان,Jake Greenspan,thk-jgreenspan,2000,العلاج التكاملي-النمائي (DIR/Floortime)
thinkers,جون غروزولير,John Gruzelier,thk-jgruzelier,1985,التغذية الراجعة العصبية
thinkers,جاي هالي,Jay Haley,thk-jhaley,1953-2007,علاج التبعية-السلطة (SAR)
thinkers,جوديث هِرمان,Judith L. Herman,thk-jherman,1981,علاج الصدمة العصبي
thinkers,جين هيوستن,Jean Houston,thk-jhouston,1971,EST / Landmark Forum
thinkers,جيم أكرمان,Jim Ackerman,thk-jim-ackerman,2005,إعادة الولادة
thinkers,جيم لور,Jim Loehr,thk-jim-loehr,1975,br-performance-psychology
thinkers,يونغ جينغ تشي,Yong Jingqi,thk-jingqiyong,2010,الطاوية المعرفية (Taoist Cognitive Therapy)
thinkers,هانز يوناس,Hans Jonas,thk-jjonas,1979-1993,البحث الظاهراتي
thinkers,مارغريت بِي,Margaret P. Be,thk-jjoyce,1995,تشكيلات الأسرة (Family Constellations)
thinkers,جيروم كاغان,Jerome Kagan,thk-jkagan,1957-2021,علم نفس الطفل
thinkers,جو كاميا,Joe Kamiya,thk-jkamiya,1958-2010,التغذية الراجعة العصبية
thinkers,جون كينستروم,John F. Kihlstrom,thk-jkihnstrom,1975,التنويم العلاجي السريري
thinkers,جاك كورنفيلد,Jack Kornfield,thk-jkornfield,1974,العلاج النفسي التأملي
thinkers,جاك ليتشنر,Jack J. Lechner,thk-jlchner,1980,الشعر العلاجي
thinkers,جوزيف لودوكس,Joseph E. LeDoux,thk-jledoux,1977,br-affective-neuroscience-informed
thinkers,جون لِلي,John C. Lilly,thk-jlilly,1954-2001,التنفس الهولوتروبي
thinkers,[مؤسِّسو أعمدة Rivista di Psicologia Analitica],[Editors of Italian Rivista di Psicologia Analitica],thk-jmertz,,مدرسة التحليل النفسي
thinkers,جون موناهان,John Monahan,thk-jmonahan,1973-2017,br-therapeutic-risk-assessment
thinkers,جاكوب مورينو,Jacob L. Moreno,thk-jmoreno,1921-1974,علاج الدراما
thinkers,جون ماندر روس,John Munder Ross,thk-jmunderross,1965,التنويم التحليلي
thinkers,[مؤسِّسو Sandplay Therapy Japan / JST] - Japanese Sandplay second generation,Founders of Japanese Sandplay Therapy Association,thk-jnakamura,,مدرسة التحليل النفسي
thinkers,جون نوركروس,John C. Norcross,thk-jnorcross,1985,العلاج التكاملي
thinkers,جون برايثوايت,John Braithwaite,thk-john-braithwaite,1980,br-restorative-justice
thinkers,جون فريدمان,John Friedman,thk-john-friedman,2012,العلاج القائم على الأمل (Snyder)
thinkers,جون ليبمان,John W. Lippmann,thk-john-lippmann,1995,فرق العكس العاكسة (Reflecting Teams)
thinkers,جون ماكنتوش,John McIntosh,thk-johnmcintosh,1965-2014,الديانيتكس / السيانتولوجيا
thinkers,جون شلين,John M. Shlien,thk-johnshlien,1963-2005,علم النفس الإنساني
thinkers,جوناه لويز,Jonah Lehrer,thk-jonahlewis,2000,تقنية ألكسندر
thinkers,جوناثان بايلن,Jonathan Baylin,thk-jonathanbaylin,2005,العلاج التفاعلي النمائي الثنائي (DDP)
thinkers,خوسيه أرسينيو,José Arsenio,thk-jose-arsenio,2005,Sikolohiyang Pilipino (Filipino Psychology)
thinkers,خوسيه سالغادو,José Salgado,thk-jose-salgado,1985,التنويم الذاتي
thinkers,جوزيف باربر,Joseph Barber,thk-joseph-barber,2000,أسلوب إلمان في التنويم
thinkers,جوزيف ترايمبل,Joseph E. Trimble,thk-josephtrimble,1980,الاستشارات متعددة الثقافات
thinkers,جون بار,John Parr,thk-jparrh,1995-2015,الأنظمة اللغوية التعاونية
thinkers,جيرالد باترسون,Gerald R. Patterson,thk-jpatterson,1965-2022,MDFT (العلاج الأسري متعدد الأبعاد)
thinkers,جي رامييرو,Jean-Luc Ramaro,thk-jramiro,1995,Ho'oponopono (هاواي)
thinkers,جوردان ريد,Jordan Reed,thk-jrivett,1995,العلاج الزوجي التعاوني (Collaborative Couple Therapy)
thinkers,ج. لوك ويلز,J. Luke Wood,thk-jroddy,2000,br-teacch
thinkers,ياكوب شنايدر,Jakob Schneider,thk-jschneider,1995,تشكيلات الأسرة (Family Constellations)
thinkers,جون شوتر,John Shotter,thk-jshotter,1970-2016,البنائية الاجتماعية (Social Constructionism)
thinkers,جيم سيميرماتشر,Jim Simmermacher,thk-jsimmermacher,1985,الشعر العلاجي
thinkers,جينيفر تولمان,Jennifer Tolman,thk-jtolman,2000,العلاج الاجتماعي (Social Therapy)
thinkers,جولي رولينز,Julie Rawlins,thk-julierawlins,2010,تقنية ألكسندر
thinkers,جون وِكلاند,John H. Weakland,thk-jweakland,1963-1990,العلاج الأسري الاستراتيجي (Palo Alto/MRI)
thinkers,جوزيف فايزنباوم,Joseph Weizenbaum,thk-jweizenbaum,1966-2008,br-ai-chatbot-therapy
thinkers,جوزيف زِنكِر,Joseph Zinker,thk-jzinker,1970-2010,الجشطالت الجسدي (Naranjo)
thinkers,كارلو كيرانن,Kaarlo Keränen,thk-kaarlokeranen,1990,الحوار المفتوح
thinkers,كارين هورناي,Karen Horney,thk-karenhorney,1914-1952,الفرويدية الجديدة/التحليل البيني الثقافي
thinkers,كيران عاشان,Kiran Ashana,thk-kashan,2010,علم النفس الإيجابي الشرقي
thinkers,كاثي لورنسو,Kathy J. Laurenceau,thk-kathylaurenceau,2000,Discernment Counseling (الاستشارة التمييزية)
thinkers,كايتي ري,Katie Rae,thk-katie-rae,2015,إعادة الولادة
thinkers,كاتكا روبين,Katka Rubin,thk-katka-rubin,2012,التركيز (Focusing)
thinkers,كينيث كولبي,Kenneth Mark Colby,thk-kcolby,1964-2001,br-ai-chatbot-therapy
thinkers,كيكو هوشينو,Keiko Hoshino,thk-keiko-hoshino,1980,علاج نايكان
thinkers,كولين كيلي,Colleen Kelley,thk-kelleycolleen,1990,العلاج الحسي-الحركي (Sensorimotor Psychotherapy)
thinkers,كيفن سپارجر,Kevin L. Sparger,thk-kevin-sparger,2010,العلاج القائم على الأمل (Snyder)
thinkers,كيم فيني,Kim Feeney,thk-kfeeney,2000,PREP (برنامج تعزيز العلاقة والوقاية)
thinkers,كيم غولدنغ,Kim S. Golding,thk-kgolding,1995,DDP (العلاج التفاعلي النمائي الثنائي)
thinkers,كلاوس هولتسكامب,Klaus Holzkamp,thk-kholzkamp,1972-1995,علم النفس النقدي
thinkers,كوبِي كامبون,Kobi K. Kambon,thk-kkambon,1990,علم النفس المتمركز حول أفريقيا
thinkers,كينيث كوخ,Kenneth Koch,thk-kkoch,1970-2002,الشعر العلاجي
thinkers,كورت كوفكا,Kurt Koffka,thk-kkoffka,1910-1941,علم النفس الجشطالتي (برلين)
thinkers,كارل ليونهارد,Karl Leonhard,thk-kleonhard,1936-1988,مدرسة شولتز-هينكه الألمانية (Neo-Kraepelinian)
thinkers,كاثرين ماكْلِين,Katherine A. MacLean,thk-kmaclean,2010,العلاج بمساعدة psilocybin
thinkers,ماساتاكي موريتا,Masatake Morita,thk-kmorita,1920-1938,Constructive Living
thinkers,[مؤسِّسو SFJA / ISAP / NYAAP / JPA / IRSJA / PCSJA / CSJA / DSJA / GAJA / JAWA / NCSJA / NMSJA / OVAJA / PAJA / PNSJA / PSJA],Founders of US Jungian associations and institutes,thk-kmurah,,مدرسة التحليل النفسي
thinkers,كويتشي ناكامورا,Kōichi Nakamura,thk-knakamura,1980,Constructive Living
thinkers,[مؤسِّسو DGAP] DGAP founders (ألمانيا),DGAP founders (Deutsche Gesellschaft für Analytische Psychologie),thk-knoblauch,,مدرسة التحليل النفسي
thinkers,كين رِجباي,Ken Rigby,thk-krigby,1994,علاج التنمر والعدوان
thinkers,جيدو كريشنامورتي,Jiddu Krishnamurti,thk-krishnamurti,1922-1986,علم النفس الأيورفيدي/الهندي التقليدي
thinkers,كريستين بَس,Kristin B. Buss,thk-kristin-buss,2010,PCIT (العلاج التفاعلي بين الوالد والطفل)
thinkers,شيرمان كيرتز,Sherman E. Kurtz,thk-kurtz-sherman,2012,br-recovery-oriented
thinkers,لاري نيمز,Larry Nims,thk-larrynims,2000,تقنيات الحرية الانفعالية (EFT)
thinkers,لارس يوهانسون,Lars Johansson,thk-lars-johansson,2005,فرق العكس العاكسة (Reflecting Teams)
thinkers,لاڤينيا شو,Lavinia Shaw,thk-lavinia-shaw,2005,طريقة فيلدنكرايس
thinkers,لورا بارِت,Laurence A. Barrett,thk-lbarrett,1980-2010,العلاج بالتحويل (Conversion Therapy)
thinkers,لويس كوتزولينو,Louis Cozolino,thk-lcozolino,2002,التكامل العصبي البيني الشخصي (Interpersonal Neurobiology)
thinkers,ألن وولاس,H. Allan Wallace,thk-lcwallace,1972,علم النفس التكاملي (Integral)
thinkers,لاري ديفيدسون,Larry Davidson,thk-ldavidson,1990,br-peer-support
thinkers,لويز دي سالفو,Louise DeSalvo,thk-ldesalvo,1980-2018,العلاج بالكتابة/الكتابة التعبيرية
thinkers,لي هيونغ-جون,Lee Hyung-Jun,thk-leehyungjun,2000,علاج الهوابيونغ (Hwabyung)
thinkers,ليون فِستِنغر,Leon Festinger,thk-lfestinger,1945-1989,الحقل الظاهراتي (Lewin)
thinkers,لورانس فيشباين,Lawrence Fischbein,thk-lfish,1980,br-psychiatric-vocational-rehab
thinkers,ليندا هاتش,Linda M. Hatch,thk-lhatch,1990,Body-Mind Centering
thinkers,لين هوفمان,Lynn Hoffman,thk-lhoffman,1970,العلاج الأسري الاستراتيجي (MRI/Palo Alto)
thinkers,ليندا توهيواي سميث,Linda Tuhiwai Smith,thk-lindatuhiwai,1990,Kaupapa Māori Psychology
thinkers,لورنس كولبرغ,Lawrence Kohlberg,thk-lkohlberg,1958-1987,علم نفس الطفل
thinkers,ليندا كون,Linda Kuhn,thk-lkuhn,1990,دائرة الأمان (Circle of Security)
thinkers,لوكا لوزي,Luca Losi,thk-llosi,1995,العلاج الأسري الميلاني (Milan Systemic)
thinkers,ليستر لوبورسكي,Lester Luborsky,thk-lluborsky,1950-2005,التحليل النفسي الدوري (Cyclical Psychodynamics)
thinkers,لوسي جين ميلر,Lucy Jane Miller,thk-lmiller,1980,التكامل الحسي (Sensory Integration)
thinkers,إبراهام كاوانيوآ,Abraham Kawai'ae'a,thk-lmorrnah,1990,Ho'oponopono (هاواي)
thinkers,ليندا جيمس مايرز,Linda James Myers,thk-lmyers,1985,علم النفس المتمركز حول أفريقيا
thinkers,لورينا أونان,Lorena Onnis,thk-lonan,1985,العلاج الأسري الميلاني (Milan Systemic)
thinkers,لويس غيرني,Louise F. Guerney,thk-louise-guerney,1970,Filial Therapy (العلاج العلائقي الوالد-الطفل)
thinkers,إيفار لوفاس,Ole Ivar Lovaas,thk-lovaas,,br-aba-autism
thinkers,لورا بيرلز,Laura Perls,thk-lperls,1942-1990,علاج الجشطالت (Gestalt Therapy)
thinkers,لويس شولتز,Louis Schultz,thk-lschultz,1970-2005,الرولفينغ والتكامل الهيكلي
thinkers,لودفيغ بينسوانغر,Ludwig Binswanger,thk-ludwigbinswanger,1908-1966,المدرسة الوجودية
thinkers,لورا ووكر,Laura A. Walker,thk-lwalker,1980-2010,العلاج بالتحويل (Conversion Therapy)
thinkers,ليمن وين,Lyman C. Wynne,thk-lwynne,1958-2000,br-dynamic-couples-family-therapy
thinkers,ماريا روساريو ألفيلور,Ma. Rosario Alfelor,thk-ma-rosario-alfelor,2005,Sikolohiyang Pilipino (Filipino Psychology)
thinkers,مادلين ساندبرغ,Madeleine Sandberg,thk-madeleine-sandberg,2010,التركيز (Focusing)
thinkers,مهارشي ماهيش يوغي,Maharishi Mahesh Yogi,thk-maharishi,1955-2008,علم النفس الأيورفيدي/الهندي التقليدي
thinkers,ماريان ماهونِي,Marian J. Mahoney,thk-mahoney,1990,Filial Therapy (العلاج العلائقي الوالد-الطفل)
thinkers,ماورو أندولفي,Mauro Andolfi,thk-mandolfi,1980,العلاج الأسري الميلاني (Milan Systemic)
thinkers,مارسيا ماركس,Marcia B. Marx,thk-marciamarx,1990,السيكودراما والسوسيومتري (Moreno)
thinkers,مارغريت بلوستين,Margaret Bluestein,thk-margaret-bluestein,2010,الأنساق الأسرية الداخلية (IFS)
thinkers,مارغريت بودكن,Margaret L. Bodkin,thk-margaretbodkin,1990,العلاج بالخبرة/التجريبي
thinkers,ماريان كركمار,Marian Krcmar,thk-marian-krcmar,2010,br-performance-psychology
thinkers,ماريان ستروم,Marianne Ström,thk-marianne-strom,2010,العلاج بالتصوير الضوئي
thinkers,ماريان كلاين,Marianne Kline,thk-mariannekline,2000,الخبرة الجسدية (Somatic Experiencing)
thinkers,مارييل كروغر,Marielle Kruger,thk-mariellekruger,2015,الأنساق الأسرية الداخلية (IFS)
thinkers,ماريسا بيركوور,Marisa Berkouwer,thk-marisaberkouwer,2010,العلاج الحسي-الحركي (Sensorimotor Psychotherapy)
thinkers,مارك سانتروس,Mark R. Dombeck,thk-mark-santross,2000,PCIT (العلاج التفاعلي بين الوالد والطفل)
thinkers,مارك ريس,Mark Reese,thk-markrees,1990,طريقة فيلدنكرايس
thinkers,مارك ويلش,Mark Welch,thk-markwelch,2000,العلاج بالخبرة/التجريبي
thinkers,ماري إلمكويست,Mary Elmquist,thk-mary-elmquist,2010,br-recovery-oriented
thinkers,ماري غوثري,Mary Guthrie,thk-mary-guthrie,2012,العلاج الديناميكي البيني القصير (DIT)
thinkers,ماري ستيوارت,Mary Stewart,thk-mary-stewart,1980,تحليل المعاملات (TA)
thinkers,ماري وايتهاوس,Mary Whitehouse,thk-mary-whitehouse,1950-1979,العلاج بالحركة والرقص
thinkers,ماري أولسون,Mary E. Olson,thk-maryolson,2000,الحوار المفتوح
thinkers,ماساكي تاكاهاشي,Masaaki Takahashi,thk-masaaki-takahashi,1980,علاج نايكان
thinkers,ماسون دوري,Sir Mason Durie,thk-masondurie,1972,Kaupapa Māori Psychology
thinkers,مارغريت باومان,Margaret Bauman,thk-mbauman,1985,العلاج التكاملي-النمائي (DIR/Floortime)
thinkers,مايكل بيليغ,Michael Billig,thk-mbillig,1988,علم النفس الخطابي (Discursive Psychology)
thinkers,مايكل بوغِنشوتس,Michael P. Bogenschutz,thk-mbogenschutz,2010,العلاج بمساعدة psilocybin
thinkers,مارفن تشِن,Marvin Chen,thk-mchen,1985-2010,السيكودراما والسوسيومتري
thinkers,مانفريد شيربكا,Manfred Cierpka,thk-mcierpka,1980,العلاج الإيجابي عبر-الثقافي (Peseschkian)
thinkers,ماريك تشيسلاك,Marek Cieslak,thk-mcieslak,,البحث الظاهراتي
thinkers,ماكس كلايتون,G. Max Clayton,thk-mclayton,1970-2010,السيكودراما والسوسيومتري
thinkers,ماري إيلين كوبلاند,Mary Ellen Copeland,thk-mcopeland,1997-2021,br-peer-support
thinkers,ميهايلي تشيكسنتميهالي,Mihaly Csikszentmihalyi,thk-mcsik,1975-2021,علم النفس الإيجابي (Seligman)
thinkers,ميدارد بوس,Medard Boss,thk-medardboss,1946-1990,المدرسة الوجودية
thinkers,ميلاني سيغال,Melanie Segall,thk-melanie-segall,2010,التنويم الذاتي
thinkers,ميليسا شيفر,Melissa Schaefer,thk-melissaschaefer,2010,br-mst
thinkers,مارلي فاركاش,Marlley Farkas,thk-mfarkas,1990-2010,br-psychiatric-rehabilitation
thinkers,ماريون فورغاتش,Marion S. Forgatch,thk-mforgatch,1980,ABFT (العلاج الأسري المرتكز على التعلق)
thinkers,ماري جيرغِن,Mary Gergen,thk-mgergen,1985,علم النفس النقدي
thinkers,مارك غولد,Marc B. Gold,thk-mgold,1980,br-psychiatric-vocational-rehab
thinkers,ماريا غوموري,Maria Gomori,thk-mgomori,1980-2012,نموذج ساتير للنمو
thinkers,ماكسين هاريس,Maxine Harris,thk-mharris,1980,br-case-management
thinkers,مارغريت هيكي,Margaret Hickey,thk-mhickey,1990,CBCT (العلاج الزوجي المعرفي-السلوكي)
thinkers,ميتشيو هوسوكاوا,Michio Hosokawa,thk-mhosokawa,1975,علاج موريتا
thinkers,مايكل ف. هويت,Michael F. Hoyt,thk-mhoyt,1995,br-single-session-therapy
thinkers,مايكل ديرمر,Michael Der Meer,thk-michael-derm,2005,تقنية ألكسندر
thinkers,مايكل غوثري,Michael Guthrie,thk-michael-guthrie,2012,العلاج الديناميكي البيني القصير (DIT)
thinkers,دانيال بيت,Daniel P. Behnke,thk-michael-yapko-jr,2010,التنويم الإريكسوني
thinkers,مايكل يارب,Michael Yapko,thk-michael-yarp,1980,أسلوب إلمان في التنويم
thinkers,مايكل سويتنغ,Michael Sweeting,thk-michaelsweeting,1990,Te Whare Tapa Whā (نموذج)
thinkers,ميتشيو ميزونو,Michio Mizuno,thk-michio-mizuno,1960,علاج نايكان
thinkers,ماري هيلين إيموردينو-يانغ,Mary Helen Immordino-Yang,thk-mimordino-yang,2007,br-affective-neuroscience-informed
thinkers,لي مينغ شنغ,Li Mingsheng,thk-mingshengli,2010,الطاوية المعرفية (Taoist Cognitive Therapy)
thinkers,مينو بولين,Mino Paulin,thk-minopaulin,2000,العلاج الحسي-الحركي (Sensorimotor Psychotherapy)
thinkers,مين سونغ-كيل,Min Sung-Kil,thk-minsungkil,1977,علاج الهوابيونغ (Hwabyung)
thinkers,ماثيو جونسون,Matthew W. Johnson,thk-mjohnson,2008,العلاج بمساعدة psilocybin
thinkers,مارك كيرن,Marc Kern,thk-mkern,2010,علاج التبعية-السلطة (SAR)
thinkers,مايكل كير,Michael E. Kerr,thk-mkerr,1981-2020,العلاج الأسري السياقي متعدد الأجيال
thinkers,محمد خليفة,Muhammad Khalifa,thk-mkhalifa,2000,علم النفس الإيجابي الإسلامي
thinkers,ميليسا كينغ,Melissa King,thk-mking,2005,Ho'oponopono (هاواي)
thinkers,مايكل ميثوفير,Michael C. Mithoefer,thk-mmithoefer,2008,العلاج بمساعدة النفسانية
thinkers,مارغريت نومبورغ,Margaret Naumburg,thk-mnaumburg,1927-1983,العلاج بالفن
thinkers,مايكل نيكولز,Michael P. Nichols,thk-mnichols,1970,العلاج الأسري البنيوي
thinkers,يعقوب ليفي مورينو,Jacob Levy Moreno,thk-moreno,1917-1974,السيكودراما والسوسيومتري (Moreno)
thinkers,مارتن أورن,Martin T. Orne,thk-morne,1960-2000,التنويم العلاجي السريري
thinkers,مالكولم بارلِت,Malcolm Parlett,thk-mparlett,1975,الجشطالت الجسدي (Naranjo)
thinkers,مرييام بولستر,Miriam Polster,thk-mpolster,1965-2020,علاج الجشطالت (Gestalt Therapy)
thinkers,مويبِنغ ديزموند ماغوناو رَموسي,Mogobe B. Ramose,thk-mramose,1995,علم نفس الأوبونتو (Ubuntu)
thinkers,مارجوري راند,Marjorie L. Rand,thk-mrand,1975,IBP (العلاج التكاملي للجسد)
thinkers,ماتيو ريكار,Matthieu Ricard,thk-mricard,2003,العلاج النفسي التأملي
thinkers,إدموند رولز,Edmund T. Rolls,thk-mrolls,1974,br-affective-neuroscience-informed
thinkers,مارك روتشرِي,Mark Rothery,thk-mrothery,1992-2010,العلاج الاجتماعي (Social Therapy)
thinkers,ميليسا رولاند,Melisa D. Rowland,thk-mrowland,2000,العلاج متعدد الأجهزة (MST)
thinkers,مارغريت شوارز,Margaret Schwarz,thk-mschwarz,1980-2010,النظرية العامة للأنظمة
thinkers,مارا سيلفيني بالاتسولي,Mara Selvini Palazzoli,thk-mselvini,1966-1999,العلاج الأسري الميلاني
thinkers,ماريون سولومون,Marion F. Solomon,thk-msolomon,1980,br-interpersonal-neurobiology
thinkers,موشيه تالمون,Moshe Talmon,thk-mtalmon,1985-2010,br-single-session-therapy
thinkers,مارك توتون,Mark Totton,thk-mtotton,1995,العلاج العلائقي المجسد (ERT)
thinkers,ماتيو سيلفيني,Matteo Selvini,thk-mtselvini,1990,br-brief-strategic-therapy
thinkers,ماكس فان مانن,Max van Manen,thk-mvanmanen,1984,البحث الظاهراتي
thinkers,ميلتون فيدرمان,Milton Viederman,thk-mviederman,1970,التنويم التحليلي
thinkers,مارغريت ويذَرِيل,Margaret Wetherell,thk-mwetherell,1987,علم النفس الخطابي (Discursive Psychology)
thinkers,مونتروس وولف,Montrose M. Wolf,thk-mwolf,1960-2010,br-aba-autism
thinkers,مارك ووردن,Mark Worden,thk-mworden,1995,علاج إيماغو العلائقي (Imago)
thinkers,مون يوِن,Mon Mon Yuen,thk-myuen,1995,العلاج السردي (Narrative Therapy)
thinkers,نانسي هارنِس,Nancy Harness,thk-nancy-harness,1995,br-restorative-justice
thinkers,نورمان إبستين,Norman Epstein,thk-nbepstein,1982,CBCT (العلاج الزوجي المعرفي-السلوكي)
thinkers,نوربيرتو بوستوس,Norberto Bustos,thk-nbustos,1975-2010,السيكودراما والسوسيومتري
thinkers,نعوم تشومسكي,Noam Chomsky,thk-nchomsky,1957,علم النفس
thinkers,ناتالي غولدبرغ,Natalie Goldberg,thk-ngoldberg,1986,العلاج بالكتابة/الكتابة التعبيرية
thinkers,نيكول تول,Nicole Toole,thk-nicotole,2010,تقنيات الحرية الانفعالية (EFT)
thinkers,نانا إيوسيبا,Nana Iosepa,thk-niosepa,1970-2000,Ho'oponopono (هاواي)
thinkers,نيخيل خانا,Nikhil Khanna,thk-nkhanna,2012,علم النفس الإيجابي الشرقي
thinkers,ناثانئيل لِرمان,Nathaniel Lehrman,thk-nlehrman,1960-2010,العلاج بالتحويل (Conversion Therapy)
thinkers,نْيلسون مَغَنْي,N. Chabani Manganyi,thk-nmanganyi,1973,علم نفس الأوبونتو (Ubuntu)
thinkers,ناتالي روجرز,Natalie Rogers,thk-nrogers,1975-2015,الفنون التعبيرية التعددية
thinkers,نوبو واتانابي,Nobuo Watanabe,thk-nwatanabe,1990,علاج موريتا
thinkers,أولغا سيلفرشتاين,Olga Silverstein,thk-osilver,1970-2005,br-dynamic-couples-family-therapy
thinkers,بابارانغي ريد,Papaarangi Reid,thk-papaarangireid,1995,Kaupapa Māori Psychology
thinkers,بول أبلباوم,Paul S. Appelbaum,thk-pappelbaum,1977,br-therapeutic-risk-assessment
thinkers,بارك جونغ-إيك,Park Jong-Ik,thk-parkjongik,1990,علاج الهوابيونغ (Hwabyung)
thinkers,بات ديغان,Patricia E. Deegan,thk-patdeegan,1990,br-recovery-oriented
thinkers,باتريس دي ماركو,Patrice De Marco,thk-patrice-de-marco,2005,التنويم الذاتي
thinkers,بول ثورن,Paul Thorne,thk-paul-thorne,2010,إعادة الولادة
thinkers,بول جي. توماس,Paul G. Thomas,thk-paulgthomas,1990,السيبرنتيكا النفسية (Psycho-Cybernetics)
thinkers,بول هولمز,Paul Holmes,thk-paulholmes,1980,السيكودراما والسوسيومتري (Moreno)
thinkers,فيلس بوث,Phyllis B. Booth,thk-pbooth,1970,Theraplay (العلاج بالألعاب العلائقي)
thinkers,بولا كابلان,Paula J. Caplan,thk-pcaplan,1985,العلاج النفسي النسوي
thinkers,بيما تشُدرُن,Pema Chödrön,thk-pchodron,1984,العلاج النفسي التأملي
thinkers,باتريشا ديجان,Patricia Deegan,thk-pdeegan,1990,br-peer-support
thinkers,بيغ پيندر,Peg Pendry,thk-peg-pender,2010,فرق العكس العاكسة (Reflecting Teams)
thinkers,بيكا يوكينن,Pekka Jokinen,thk-pekkajokinen,1990,الحوار المفتوح
thinkers,بينيلوبي إيست,Penelope East,thk-penelopeeast,1980-2010,تقنية ألكسندر
thinkers,بيني لويس,Penny Lewis,thk-penny-lewis,1980,العلاج بالحركة والرقص
thinkers,بيتا ستاپلتون,Peta Stapleton,thk-peta-stapleton,2010,تقنيات الحرية الانفعالية (EFT)
thinkers,بيتر كلاف,Peter Clough,thk-peter-clough,2000,br-performance-psychology
thinkers,بيتر كيلرمان,Peter F. Kellermann,thk-peterkellermann,1979,السيكودراما والسوسيومتري (Moreno)
thinkers,بيتر سميث,Peter K. Smith,thk-petersmith,1990,علاج التنمر والعدوان
thinkers,بيتر فيشر,Peter Fisher,thk-pfisher,2000,العلاج متعدد الأجهزة (MST)
thinkers,بيتر فونيغي,Peter Fonagy,thk-pfonel,1990,DDP (العلاج التفاعلي النمائي الثنائي)
thinkers,بول فريك,Paul J. Frick,thk-pfrick,1990,br-aggression-treatment
thinkers,بيتر غَسَر,Peter Gasser,thk-pgasser,2010,العلاج بمساعدة MDMA (MAPS)
thinkers,بيتر غودفري,Peter A. Godfrey,thk-pgodfrey,1990,العلاج العلائقي المجسد (ERT)
thinkers,فيليب غيرين,Philip J. Guerin,thk-pguerin,1976-2014,العلاج الأسري بالأنساق (بوين)
thinkers,بي. كيت هَكْني,P. Cathy Hackney,thk-phackney,1990,Body-Mind Centering
thinkers,بول واطزلاويك,Paul Watzlawick,thk-phaley,1960-2007,العلاج الأسري الاستراتيجي (بالي ألتو/MRI)
thinkers,باتريشا هيل كولينز,Patricia Hill Collins,thk-phcollins,1986,br-intersectional-feminist
thinkers,فيليب كَننغهام,Philippe B. Cunningham,thk-philippe-cunningham,2000,br-mst
thinkers,مايكل بيبيتي,Michael Pīpīte,thk-pipitea,2005,Te Whare Tapa Whā (نموذج)
thinkers,باولو نيل,Paolo J. Knill,thk-pknill,1978,الفنون التعبيرية التعددية
thinkers,روني لانجفان,Roni L. Langevin,thk-plangevin,1983-2005,br-sotp
thinkers,بول نوردوف,Paul Nordoff,thk-pnordoff,1959-1977,العلاج بالموسيقى
