category,title_ar,title_en,slug,active_period,school,status,note
thinkers,بيغي باب,Peggy Papp,thk-ppapp,1970,العلاج الأسري الاستراتيجي (MRI/Palo Alto),VERIFIED,"Confirmed real: Peggy Papp (1923-2021), American family therapist, Ackerman Institute, strategic/systemic family therapy pioneer. Matches."
thinkers,بيغي بِن,Peggy Penn,thk-ppenn,1985-2010,الأنظمة اللغوية التعاونية,VERIFIED,"Confirmed real: Peggy Penn, family therapist at the Ackerman Institute, associated with Milan systemic and collaborative/narrative approaches. Matches."
thinkers,باتريسيا رِدجوِي,Patricia Ridgway,thk-pridgway,1985-2010,br-psychiatric-rehabilitation,VERIFIED,"Confirmed real figure in psychiatric rehabilitation/recovery research, BUT the correct first name is 'Priscilla Ridgway', not 'Patricia Ridgway' -- recommend correcting the Arabic/English name."
thinkers,بيتر سليد,Peter Slade,thk-pslade,1954-2004,علاج الدراما,VERIFIED,"Confirmed real: Peter Slade (1912-2004), pioneer of dramatherapy in the UK. Matches (active period reasonably aligned with his 1930s-2004 career/death)."
thinkers,بيار تيار دي شاردان,Pierre Teilhard de Chardin,thk-pteilhard,1920-1955,علم النفس التكاملي (Integral),VERIFIED,"Confirmed real: Pierre Teilhard de Chardin (1881-1955), French Jesuit paleontologist/philosopher, influential in integral/evolutionary spiritual psychology. Matches."
thinkers,ماركيز دي بويزيغور,Marquis de Puységur,thk-puysgur,1784-1825,الماسمرية,VERIFIED,"Confirmed real: Marquis de Puységur, key figure in the history of animal magnetism/mesmerism, discovered magnetic somnambulism in 1784. Matches."
thinkers,راسل أكوف,Russell L. Ackoff,thk-rackoff,1953-2009,النظرية العامة للأنظمة,VERIFIED,Russell L. Ackoff (1919-2009) is a well-documented systems theorist/organizational theorist; general systems theory field matches. (Search tool intermittently failed on this query; verification based on high-confidence background knowledge plus partial successful context from adjacent searches.)
thinkers,رافائيل إيدث,Rafaeli Eyth,thk-rafaeli-eyth,2000,br-performance-psychology,UNCERTAIN,"Searched but found no evidence of a 'Rafaeli Eyth' in performance psychology. Found only an unrelated real psychologist, Eshkol Rafaeli (schema therapy, Bar-Ilan University), which does not match the name or the stated field."
thinkers,راندي ستابلر,Randy Stabler,thk-randystabler,2010,br-mst,UNCERTAIN,Searched but found no evidence of a 'Randy Stabler' associated with Multisystemic Therapy (MST) or any psychology field.
thinkers,ريتشارد بَندلر,Richard Bandler,thk-rbandler,1975,NLP النظامي,VERIFIED,"Confirmed real: Richard Bandler, co-founder (with John Grinder) of Neuro-Linguistic Programming, starting 1975. Matches."
thinkers,راسِل باركلي,Russell A. Barkley,thk-rbarkley,1977,br-pcit,VERIFIED,"Confirmed real: Russell A. Barkley, PhD, internationally recognized ADHD authority, licensed psychologist since 1977, known for parent training programs. Matches (br-pcit label is reasonably related to his parent-training work, though he is not the originator of PCIT specifically)."
thinkers,روبرت باور,Robert Bauer,thk-rbauer,1980-2010,السيكودراما والسوسيومتري,UNCERTAIN,"Searched but could not confirm a distinct, notable 'Robert Bauer' figure in psychodrama/sociometry. Found only scattered, ambiguous references (e.g., a 'Bauer' cited for genosociograms) insufficient to verify identity."
thinkers,رولاندو بنِنسون,Rolando Benenzon,thk-rbenenzon,1965-2021,العلاج بالموسيقى,VERIFIED,"Confirmed real: Rolando O. Benenzon (b.1939), Argentine psychiatrist/musician, founder of the Benenzon Model of Music Therapy and first president of the World Federation of Music Therapy. Matches."
thinkers,راندي بوروم,Randy Borum,thk-rborum,1996,br-therapeutic-risk-assessment,VERIFIED,"Confirmed real: Randy Borum, PhD, leading researcher in threat/risk assessment (targeted violence, extremism), widely published since the late 1990s. Matches."
thinkers,راشيل كارسون,Rachel Carson,thk-rcarson,1962-1964,العلاج البيئي/الطبيعي,VERIFIED,"Confirmed real: Rachel Carson, author of Silent Spring (1962), foundational influence on ecopsychology/nature-based therapy movements, though she was an environmental writer/marine biologist rather than a psychologist herself."
thinkers,شارون سيرماك,Sharon A. Cermak,thk-rcermak,1975,التكامل الحسي (Sensory Integration),VERIFIED,"Confirmed real: Sharon A. Cermak, EdD, OTR/L, USC occupational therapy researcher, prominent in sensory integration/processing research. Matches."
thinkers,روبرت ديلتس,Robert Dilts,thk-rdilts,1975,NLP النظامي,VERIFIED,"Confirmed real: Robert Dilts, major developer/trainer in NLP since its 1975 founding, co-developer of Logical Levels of Change. Matches."
thinkers,روبرت دريك,Robert E. Drake,thk-rdrake,1980,br-case-management,VERIFIED,"Confirmed real: Robert E. Drake, MD, PhD, Dartmouth psychiatric researcher, prominent in case management/integrated treatment/IPS supported employment for severe mental illness. Matches."
thinkers,فيلهلم رايخ,Wilhelm Reich,thk-reich,1923-1957,PBSP (Pesso Boyden System Psychomotor),VERIFIED,"Wilhelm Reich (1897-1957) is a real, major psychoanalyst and founder of body psychotherapy/character analysis. HOWEVER the school label 'PBSP' is incorrect: Pesso Boyden System Psychomotor was developed by Albert Pesso and Diane Boyden-Pesso, not Reich. Recommend correcting the school field to body psychotherapy/orgone therapy/character analysis."
thinkers,ريتشارد فيش,Richard Fisch,thk-rfisch,1960-2011,العلاج الأسري الاستراتيجي (MRI/Palo Alto),VERIFIED,"Confirmed real: Richard Fisch (1926-2011), psychiatrist, co-founder of the MRI Brief Therapy Center in Palo Alto. Matches."
thinkers,رويلا فرانك,Ruella Frank,thk-rfrank,1990,الجشطالت الجسدي (Naranjo),VERIFIED,"Confirmed real: Ruella Frank, PhD, founder/director of the Center for Somatic Studies, developer of Developmental Somatic Psychotherapy within a Gestalt framework. Matches (though her work is more directly linked to Gestalt/somatic psychotherapy generally than specifically to Naranjo)."
thinkers,ر. كارل هانسون,R. Karl Hanson,thk-rhanson,1990,br-sotp,VERIFIED,"Confirmed real: R. Karl Hanson, PhD, leading researcher in sex offender risk assessment (Static-99, meta-analyses of recidivism). Matches."
thinkers,رفة حسن,Riffat Hassan,thk-rhassan,1980-2020,علم النفس الإسلامي/العلاج النفسي الصوفي,VERIFIED,"Confirmed real: Riffat Hassan (b.1943), Pakistani-American theologian, leading Islamic feminist scholar of the Qur'an, Professor Emerita of Religious Studies. Note: her primary field is Islamic feminist theology rather than clinical/Sufi psychotherapy specifically, but the entry is broadly accurate."
thinkers,راندي هوتون,Randy Hooton,thk-rhooton,1970,العلاج البدائي,UNCERTAIN,Searched but found no evidence of a 'Randy Hooton' associated with primal therapy (Arthur Janov's field) or any psychology-related work.
thinkers,ريك ليفي,Rick A. Levy,thk-rick-levy,2015,PCIT (العلاج التفاعلي بين الوالد والطفل),UNCERTAIN,Searched but found only Psychology Today directory listings for a practicing psychologist named Rick Levy who offers PCIT among other services -- no evidence he is a notable/founding figure in PCIT (which was developed by Sheila Eyberg). Could not confirm significance for inclusion.
thinkers,راماكريشنا نارايان,R. K. Narayan,thk-rk-narayan,1980,علم النفس الفيدي (المستند إلى الفيد),UNCERTAIN,"Searched but found only R. K. Narayan (1906-2001), the famous Indian novelist (Malgudi novels), with no connection to Vedic psychology found in any source. This entry appears to be a name/field mismatch or fabrication."
thinkers,روبرت كلارك,Robert M. Clark,thk-rkeller,1980,br-interpersonal-neurobiology,UNCERTAIN,"Searched but could not confirm a distinct, notable 'Robert M. Clark' figure in interpersonal neurobiology. Search results returned multiple unrelated people named Robert Clark (memory researcher, geroscience physician, counselor, provost) none clearly matching this entry."
thinkers,[مؤسِّسو AJA / BJAA / SAP / IGAP / GAP],Founders of UK Jungian associations,thk-rklenck,,مدرسة التحليل النفسي,VERIFIED,"Confirmed real: these are genuine UK Jungian analytic organizations (Association of Jungian Analysts, Society of Analytical Psychology, Independent Group of Analytical Psychologists, Guild of Analytical Psychologists), founded by figures including Gerhard Adler, Michael Fordham, and others. Entry represents a group/concept rather than one individual, consistent with the title given."
thinkers,روبرت ليفنسون,Robert W. Levenson,thk-rlevenson,1976,طريقة غوتمان الزوجية,VERIFIED,"Confirmed real: Robert W. Levenson, UC Berkeley psychologist, longtime collaborator with John Gottman on marital interaction/emotion physiology research. Matches."
thinkers,ريزما ميناكم,Resmaa Menakem,thk-rmenakem,2015,العلاج المستنير عصبيًا/بولفاغال,VERIFIED,"Confirmed real: Resmaa Menakem, therapist/author, creator of Somatic Abolitionism, known for work on racialized trauma and polyvagal-informed body-centered healing. Matches."
thinkers,روبرت موشارك,Robert Mosak,thk-rmosak,1970,br-teacch,UNCERTAIN,"Searched but found no 'Robert Mosak'. Instead found Harold Mosak (1921-2018), a real, prominent Adlerian psychologist -- unrelated to TEACCH (the autism program founded by Eric Schopler). Likely name and field mismatch/error."
thinkers,رالف ميتزner,Ralph Metzner,thk-rmritchie,1964-2019,التنفس الهولوتروبي,VERIFIED,"Confirmed real: Ralph Metzner (1936-2019), German-born American psychologist, key figure in 1960s Harvard psychedelic research and later in consciousness studies. Active period matches his lifespan/career."
thinkers,مايكل واشبورن,Michael Washburn,thk-rmwashburn,1975,علم النفس التكاملي (Integral),VERIFIED,"Real transpersonal theorist (philosophy professor, Indiana U.); developed a depth-psychological/transpersonal model of ego development (1988, 1994). active_period 1975 is early/approximate; major publications are 1988+."
thinkers,روبرت بَرجِس,Robert L. Burgess,thk-robert-burgess,2012,PCIT (العلاج التفاعلي بين الوالد والطفل),UNCERTAIN,"Searched but found only a different Robert L. Burgess (Penn State family-violence/child-abuse researcher with Rand Conger, active 1970s-80s). PCIT was actually developed by Sheila Eyberg (see row for thk-seyberg). No evidence linking a Robert L. Burgess to PCIT circa 2012."
thinkers,روبرت كورنليس,Robert E. Cornell,thk-robert-cornelis,1990,التركيز (Focusing),UNCERTAIN,Searched but found no person by this name associated with Focusing; Focusing was developed by Eugene Gendlin. Likely a fabricated/misattributed entry.
thinkers,روبرت إيميري,Robert Emery,thk-robert-emery,1990,العلاج الزوجي المرتكز على الانفعال (EFT),VERIFIED,"Real, well-documented psychologist (Univ. of Virginia) known for research on divorce, child custody and family conflict. However the school label (Emotion-Focused Therapy) appears mismatched — no evidence he is associated with EFT; his field is divorce/family psychology."
thinkers,روبرت روتيلا,Robert J. Rotella,thk-robert-rotella,1985,br-sport-psychology,VERIFIED,"Real, well-known sport psychologist (golf mental coaching), matches school label."
thinkers,روبرت دوفال,Robert Duvall,thk-robertduvall,1970-2000,الديانيتكس / السيانتولوجيا,UNCERTAIN,"Searches returned only the actor Robert Duvall (linked to Dianetics ad campaigns/pop culture references), not any psychologist or theorist. No evidence of a real thinker/practitioner by this name in Dianetics/Scientology."
thinkers,روبرت إليوت,Robert Elliott,thk-robertelliott,1985,العلاج بالخبرة/التجريبي,VERIFIED,"Real, well-documented researcher in experiential/emotion-focused therapy (well known in the field alongside Leslie Greenberg)."
thinkers,روبرت فريتز,Robert Fritz,thk-robertfritz,1975,السيبرنتيكا النفسية (Psycho-Cybernetics),UNCERTAIN,"Robert Fritz is real (author/consultant known for 'structural tension' and The Path of Least Resistance), but Psycho-Cybernetics was founded by Maxwell Maltz, not Fritz. Likely a field/label mismatch."
thinkers,روهان غوليتش,Rohan J. Gullich,thk-rohan-gullich,2005,br-sport-psychology,UNCERTAIN,"No evidence found for 'Rohan J. Gullich.' Searches strongly surface Arne Güllich, a real, prominent sport-science/talent-development researcher — likely name confusion, but could not confirm 'Rohan' as a real distinct person."
thinkers,رولاند تولنتينو,Roland B. Tolentino,thk-roland-tolentino,2000,Sikolohiyang Pilipino (Filipino Psychology),UNCERTAIN,"Roland B. Tolentino is a real scholar (Univ. of the Philippines), but his primary field is film/cultural studies, not psychology. Sikolohiyang Pilipino's founding figure is Virgilio Enriquez. His direct connection to this psychology school is unconfirmed."
thinkers,إيدا ب. رولف,Ida P. Rolf,thk-rolf,1960-1979,PBSP (Pesso Boyden System Psychomotor),VERIFIED,"Ida P. Rolf is real and well documented, but she is the founder of Rolfing/Structural Integration, NOT PBSP (which was founded by Al Pesso and Diane Boyden-Pesso). School label appears mismatched."
thinkers,رولو ماي,Rollo May,thk-rollomay,1939-1994,المدرسة الوجودية,VERIFIED,"Real, well-documented existential psychologist (1909-1994), founder of American existential psychotherapy. Matches school label."
thinkers,روزماري أَلارا,Rosemary Alara,thk-rosemaryalara,1980,الديانيتكس / السيانتولوجيا,UNCERTAIN,Searched but found no person named Rosemary Alara connected to Dianetics/Scientology; only generic Dianetics promotional pages surfaced.
thinkers,روزاليند بيكار,Rosalind W. Picard,thk-rpicard,1995,br-ai-chatbot-therapy,VERIFIED,"Real, well-documented MIT researcher, founder of affective computing field (1997 book), matches active_period and field."
thinkers,راشِل بَرايس,Rachel Brice Price,thk-rprice,2005,Body-Mind Centering,UNCERTAIN,"Rachel Brice is a real person but is a professional belly dancer/choreographer (creator of 'Datura' style, influenced by Body-Mind Centering), not a psychotherapist or BMC theorist. BMC itself was founded by Bonnie Bainbridge Cohen. Likely a misattributed/wrong-field entry."
thinkers,روبرت رِسنيك,Robert Resnick,thk-rresnick,1990,العلاج العلائقي المجسد (ERT),VERIFIED,"Robert W. Resnick is a real, well-documented clinical psychologist and major Gestalt/couples therapy trainer (co-founder of GATLA). Note: 'Embodied Relational Therapy' is associated with Stella Resnick, a different person — possible mix-up between the two Resnicks, though Robert Resnick himself is confirmed real."
thinkers,روبرت سكاير,Robert Scaer,thk-rscaer,1992-2018,العلاج المستنير عصبيًا/بولفاغال,VERIFIED,"Real, board-certified neurologist (MD) known for trauma/dissociation and polyvagal-informed writing (The Body Bears the Burden)."
thinkers,روزان شاف,Roseann C. Schaaf,thk-rschaaf,1985,التكامل الحسي (Sensory Integration),VERIFIED,"Real, well-documented occupational therapy researcher (Thomas Jefferson University), leading figure in Ayres Sensory Integration research for autism."
thinkers,روبرت شليب,Robert Schleip,thk-rschleip,1990,الرولفينغ والتكامل الهيكلي,VERIFIED,"Real, well-documented leading fascia researcher and Rolfing/Structural Integration research director."
thinkers,روبرت شورت,Robert Short,thk-rshort,1976,علاج إيماغو العلائقي (Imago),UNCERTAIN,No evidence found of a 'Robert Short' associated with Imago Relationship Therapy. Imago was founded by Harville Hendrix and Helen LaKelly Hunt.
thinkers,روبرت سبيتزر,Robert Spitzer,thk-rspitzer,1973-2015,العلاج بالتحويل (Conversion Therapy),VERIFIED,"Real, well-documented psychiatrist (1932-2015), Columbia University; led 1973 removal of homosexuality from DSM and later published/retracted a controversial 2001 'reparative therapy' study. Dates and field match well."
thinkers,تشو روي-لين,Zhou Ruilin,thk-ruilinzhou,2005,الطاوية المعرفية (Taoist Cognitive Therapy),UNCERTAIN,"Chinese Taoist Cognitive (Psycho)Therapy is a real, documented approach, but the researcher most consistently credited in sources is Hongxiang Zhou, not 'Zhou Ruilin.' Could not confirm this specific name as the originator/associated figure."
thinkers,روبرت بريست,Robert Priest,thk-rupertpriest,2010,طريقة فيلدنكرايس,UNCERTAIN,Searched but found no evidence of a 'Robert Priest' associated with the Feldenkrais Method; results surfaced an unrelated poet/writer of that name.
thinkers,راسل رزّاق,Russell Razzaque,thk-russellrazzaque,2010,الحوار المفتوح,VERIFIED,"Real, well-documented UK consultant psychiatrist, leading figure in bringing Open Dialogue to the NHS (ODDESSI trial)."
thinkers,روبرتو فيارو,Roberto Viaro,thk-rviaro,1990,br-brief-strategic-therapy,UNCERTAIN,"No evidence found of a 'Roberto Viaro' associated with brief/strategic therapy; searches returned unrelated individuals of the same name (Brazil/Italy, non-psychology contexts)."
thinkers,روبرت ويليامز,Robert L. Williams,thk-rwilliams,1970-2020,علم النفس المتمركز حول أفريقيا,VERIFIED,"Real, well-documented psychologist (Robert Lee Williams II, 1930-2020), coined 'Ebonics,' founding figure in Black/Africentric psychology and ABPsi. Dates match active_period well."
thinkers,روبن ووفيت,Robin Wooffitt,thk-rwooffitt,1990,علم النفس الخطابي (Discursive Psychology),VERIFIED,"Real, well-documented academic (Emeritus Professor, University of York), major figure in discursive psychology/conversation analysis."
thinkers,شاهيد أثير,Shahid Athar,thk-saathar,1990,علم النفس الإيجابي الإسلامي,VERIFIED,"Real, well-documented figure (endocrinologist, Islamic medical ethics chair, IMANA). Primary expertise is Islamic medical ethics rather than 'positive psychology' specifically — minor field-label imprecision, but person is genuine and topically adjacent."
thinkers,سارة أحمد,Sara Ahmed,thk-sahmed,1998,br-intersectional-feminist,VERIFIED,"Real, well-documented feminist/queer/affect theorist (British-Australian scholar), matches school label."
thinkers,سالما ريدنغ,Salma Reading,thk-salmareading,1995,Te Whare Tapa Whā (نموذج),UNCERTAIN,No evidence found of a 'Salma Reading' associated with Te Whare Tapa Whā; this Māori health model was developed by Sir Mason Durie in 1984.
thinkers,سولومون آش,Solomon E. Asch,thk-sasch,1940-1990,علم النفس الجشطالتي (برلين),VERIFIED,"Real, well-documented social psychologist, famous for conformity experiments; trained in the Gestalt tradition under Wertheimer. active_period roughly matches (he was active into the 1980s-90s, died 1996)."
thinkers,ساتيانارايانا دورِسوامي,Sathyanarayana Doreswamy,thk-sathyanarayana-doreswamy,1970,علم النفس الفيدي (المستند إلى الفيد),UNCERTAIN,"Searched but found no clear match for a 'Sathyanarayana Doreswamy' associated with Vedic psychology; closest name matches (e.g., Sathyanarayanan Doraiswamy, a public-health physician) are in unrelated fields."
thinkers,ستافورد بير,Stafford Beer,thk-sbeer,1959-2002,النظرية العامة للأنظمة,VERIFIED,"Real, well-documented theorist, known as father of 'management cybernetics' and the Viable System Model — closely related to but more specifically cybernetics than 'general systems theory' per se; minor label imprecision."
thinkers,ساندرا بيم,Sandra Bem,thk-sbem,1974-2014,العلاج النفسي النسوي,VERIFIED,"Real, well-documented psychologist (1944-2014), known for gender schema theory and androgyny research; widely regarded as a feminist psychologist, consistent with school label."
thinkers,سوزان بلومبرغ,Susan L. Blumberg,thk-sblumberg,1981-2010,PREP (برنامج تعزيز العلاقة والوقاية),VERIFIED,"Real, documented co-author of the PREP relationship program with Howard Markman and Scott Stanley."
thinkers,سارا بوث,Sandra Lindaman Booth,thk-sbooth,1990,Theraplay (العلاج بالألعاب العلائقي),UNCERTAIN,No single person named 'Sandra Lindaman Booth' was found. Two distinct real Theraplay figures exist — Sandra Lindaman (current Senior Training Advisor) and Phyllis Booth (Theraplay co-creator) — this entry appears to conflate the two.
thinkers,ستيفان بوشار,Stéphane Bouchard,thk-sbouchard,2003,br-vr-therapy,VERIFIED,"Real, well-documented clinical psychologist (Canada Research Chair in Clinical Cyberpsychology), pioneer in VR exposure therapy research."
thinkers,ستيفانو تشيريلو,Stefano Cirillo,thk-scirillo,1980,العلاج الأسري الميلاني,VERIFIED,"Real, well-documented Italian family therapist associated with the Milan systemic approach."
thinkers,سو دوغلاس,Sue Douglas,thk-sdouglas,2005,br-ddp,UNCERTAIN,Searched but found no evidence of a 'Sue Douglas' associated with Dyadic Developmental Psychotherapy (DDP); DDP was developed by Dan Hughes.
thinkers,ستيفن إيبِرغ,Steven M. Eyberg,thk-seyberg,1981-2016,PCIT,VERIFIED,"PCIT is real and well documented, but its founder is Dr. Sheila Eyberg (female), not 'Steven M. Eyberg.' This appears to be a name/gender error — likely the same person misrecorded."
thinkers,شون غالاغر,Shaun Gallagher,thk-sgallagher,1995,br-embodied-cognition-therapy,VERIFIED,"Real, well-documented philosopher (Univ. of Memphis), leading figure in embodied/enactive cognition."
thinkers,ستيف جِليغَن,Steve Gilligan,thk-sgilligan,1980,البرمجة اللغوية العصبية (NLP),VERIFIED,"Real, well-documented psychologist (Stanford PhD), major figure in Ericksonian hypnotherapy and an original NLP student at UC Santa Cruz — matches school label reasonably well."
thinkers,سو غراند,Sue Grand,thk-sgrand,2000,العلاج العلائقي المجسد (ERT),VERIFIED,"Real, well-documented psychoanalyst (NYU Postdoctoral Program), known for relational psychoanalysis and trauma work. 'ERT' label is an approximate fit; her documented specialty is relational/trauma psychoanalysis rather than 'Embodied Relational Therapy' specifically."
thinkers,سوزان هاربر,Susan Harper,thk-sharper,1980,Body-Mind Centering,VERIFIED,"Real somatic practitioner/teacher (creator of 'Continuum Montage,' longtime collaborator of Emilie Conrad), closely associated with the Body-Mind Centering/Continuum somatic-movement community."
thinkers,شارون هاپاي,Sharron Hapai,thk-sharron-hapai,2010,Te Whare Tapa Whā (نموذج),UNCERTAIN,Searched but found no evidence of a 'Sharron Hapai' associated with Te Whare Tapa Whā.
thinkers,سكوت هِنغلَر,Scott W. Henggeler,thk-shenggeler,1980,العلاج متعدد الأجهزة (MST),VERIFIED,"Real, well-documented psychologist, founding developer of Multisystemic Therapy (MST), Medical University of South Carolina."
thinkers,شيرلي موراي,Shirley Murray,thk-shirley-murray,2000,تقنية ألكسندر,UNCERTAIN,Searched but found only a single obscure passing mention of a 'Shirley Murray' as an Alexander Technique teacher in a church program bulletin — insufficient evidence to confirm as a documented figure in the field.
thinkers,سيدني جورارد,Sidney M. Jourard,thk-sidneyjourdan,1958-1974,علم النفس الإنساني,VERIFIED,"Real, well-documented humanistic psychologist (1926-1974), pioneer of self-disclosure theory. Dates match active_period closely."
thinkers,سام كالاما,Sam Kalama,thk-skalama,1970-2000,Ho'oponopono (هاواي),UNCERTAIN,Searched but found no evidence of a 'Sam Kalama' associated with Ho'oponopono; only unrelated historical genealogical records surfaced.
thinkers,ستيفن ك. ليفين,Stephen K. Levine,thk-slevine,1980,الفنون التعبيرية التعددية,VERIFIED,"Real, well-documented theorist (Professor Emeritus, York University), developed the concept of 'poiesis' in expressive arts therapy."
thinkers,سيلفيا ليما,Sylvia Lane,thk-slima,1980-1996,علم نفس التحرير (Liberation Psychology),VERIFIED,"Real, documented figure (Sylvia Lane, Brazil) cited alongside Ignacio Martín-Baró and Bernardo Jiménez as an early contributor to Liberation Psychology."
thinkers,سونيا ليوبوميرسكي,Sonja Lyubomirsky,thk-slyubomirsky,1994,علم النفس الإيجابي (Seligman),VERIFIED,"Real, well-documented positive psychology/happiness researcher (Distinguished Professor, UC Riverside)."
thinkers,ستيفن مادِغان,Stephen Madigan,thk-smadigan,1996,العلاج السردي (Narrative Therapy),VERIFIED,"Real, well-documented narrative therapist, Director of the Vancouver School for Narrative Therapy (opened 1992)."
thinkers,شيلا ماكنامي,Sheila McNamee,thk-smcnamee,1990,البنائية الاجتماعية (Social Constructionism),VERIFIED,"Real, well-documented scholar, co-author with Kenneth Gergen of 'Therapy as Social Construction' (1992), major figure in social constructionist therapy."
thinkers,شيري ميد,Shery Mead,thk-smead,1998,br-peer-support,VERIFIED,"Real, well-documented founder of Intentional Peer Support (IPS)."
thinkers,ستيفان بايبِر,Stefan B. Piper,thk-spiper,1995,علم النفس النقدي,UNCERTAIN,Searched but found no evidence of a 'Stefan B. Piper' associated with critical psychology; results returned unrelated individuals of similar names.
thinkers,ستيفن بورجِس,Stephen W. Porges,thk-sporges,1994,TRE (تمارين إطلاق الصدمة),VERIFIED,"Real, well-documented neuroscientist, creator of Polyvagal Theory (1994). Note: he is not specifically the founder of TRE (Tension & Trauma Releasing Exercises, developed by David Berceli) — school label is an approximate/adjacent fit."
thinkers,غايلينا رودس,Galena K. Rhoades,thk-srhoades,2000,PREP (برنامج تعزيز العلاقة والوقاية),VERIFIED,"Real, well-documented clinical psychologist (Univ. of Denver), co-author of PREP-related relationship research and 'Fighting for Your Marriage.'"
thinkers,ستانلي روزنبرغ,Stanley Rosenberg,thk-srosenberg,2010,العلاج المستنير عصبيًا/بولفاغال,VERIFIED,"Real, well-documented author of 'Accessing the Healing Power of the Vagus Nerve,' polyvagal-informed bodywork."
thinkers,ستيفن روس,Stephen Ross,thk-sross,2009,العلاج بمساعدة psilocybin,VERIFIED,"Real, well-documented NYU psychiatrist, leading figure in psilocybin-assisted psychotherapy research."
thinkers,شارون سالزبرغ,Sharon Salzberg,thk-ssalzberg,1985,العلاج النفسي التأملي,VERIFIED,"Real, well-documented meditation teacher, co-founder of the Insight Meditation Society; widely influential in contemplative/mindfulness-informed psychotherapy."
thinkers,سونيا شونوالد,Sonja K. Schoenwald,thk-sschoenwald,1990,العلاج متعدد الأجهزة (MST),VERIFIED,"Real, well-documented co-founder of MST Services and key MST implementation researcher, alongside Scott Henggeler."
thinkers,سعدية شيخ,Sa'diyya Shaikh,thk-sshaikh,2005,علم النفس الإسلامي/العلاج النفسي الصوفي,VERIFIED,"Real, well-documented scholar (Professor of Religious Studies, Univ. of Cape Town), work on Sufism, Islamic feminism, and gender ethics."
thinkers,سوزان سبيير,Susan A. Speer,thk-sspeer,2002,علم النفس الخطابي (Discursive Psychology),VERIFIED,"Real, well-documented academic (Univ. of Manchester), publishes extensively in discursive psychology/conversation analysis."
thinkers,ستيفن لانكتون,Stephen R. Lankton,thk-stephen-lankton,1975,التنويم الإريكسوني,VERIFIED,"Real, well-documented psychotherapist and Editor-in-Chief of the American Journal of Clinical Hypnosis; major Ericksonian hypnotherapy author."
thinkers,ستيفن تالي,Stephen F. Talley,thk-stephen-talley,2015,br-discernment-counseling,UNCERTAIN,"Searched but found no clear match for a 'Stephen F. Talley' as founder/major figure of Discernment Counseling; that field is associated with William J. Doherty and Steven M. Harris (see thk-stevenharris-dc). Only unrelated individuals of similar name surfaced (child-trauma researcher 'Stephen E. Talley,' clergy-mentoring researcher)."
thinkers,ستيفن بورغس,Stephen Burgess,thk-stephenburgess,2015,طريقة فيلدنكرايس,UNCERTAIN,Searched but found no evidence of a 'Stephen Burgess' associated with the Feldenkrais Method; only unrelated individuals of the same name surfaced.
thinkers,ستيفن هاريس,Steven M. Harris,thk-stevenharris-dc,2010,Discernment Counseling (الاستشارة التمييزية),VERIFIED,"Real, well-documented Professor at the University of Minnesota, a leading figure (with William Doherty) in developing and researching Discernment Counseling."
thinkers,ستيغ راسموسن,Stig Rasmussen,thk-stig-rasmussen,2000,التنويم الذاتي,UNCERTAIN,Searched but not found. Only a similarly named 'Jorgen/Joergen Rasmussen' (Provocative Hypnosis trainer) appears in results; no evidence of a self-hypnosis figure named Stig Rasmussen.
thinkers,سودير كاكار,Sudhir Kakar,thk-sudhir-kakar,1970,علم النفس الفيدي (المستند إلى الفيد),VERIFIED,"Confirmed: Indian psychoanalyst, novelist, cultural psychologist (25 Jul 1938 - 22 Apr 2024), 'father of Indian psychoanalysis.' Active_period '1970' reflects career start only; full span is 1970-2024."
thinkers,سوزان كوخ,Susan Koch,thk-susan-koch,2000,العلاج بالحركة والرقص,UNCERTAIN,"Searched but not found under the name 'Susan Koch.' The well-documented dance/movement therapy researcher with this surname is Sabine Koch (Professor of Empirical Research in Creative Arts Therapies), not Susan. Likely name confusion."
thinkers,سوزان تاينز,Susan Tynes,thk-susan-tynes,2010,العلاج بالتصوير الضوئي,UNCERTAIN,Searched but not found. No evidence of a phototherapy/photo-therapy figure named Susan Tynes; results returned unrelated people/topics.
thinkers,سوامي أخيلاناندا,Svami Akhilananda,thk-svami-akhilananda,1930-1962,علم النفس الفيدي (المستند إلى الفيد),VERIFIED,"Confirmed: Swami Akhilananda, Vedanta monk, author of 'Hindu Psychology' and 'Mental Health and Hindu Psychology' (1952), active in the US until his death in 1962. Note correct English spelling is 'Swami Akhilananda' not 'Svami.'"
thinkers,سيرينا ويـدِر,Serena Wieder,thk-swieder,1990,العلاج التكاملي-النمائي (DIR/Floortime),VERIFIED,"Confirmed: clinical psychologist, co-creator of the DIR/Floortime model with Stanley Greenspan in the 1980s."
thinkers,شِنزِن يانغ,Shinzen Young,thk-syoung,1980,العلاج النفسي التأملي,VERIFIED,"Confirmed: American mindfulness teacher, developer of Unified Mindfulness, neuroscience research consultant."
thinkers,توماس أشنباخ,Thomas M. Achenbach,thk-tachenbach,1966,br-pcit,VERIFIED,"Confirmed: creator of the Child Behavior Checklist (CBCL) and ASEBA, b.1940. First key publication 1966 matches active_period start."
thinkers,تاكيشي ياسومارو,Takeshi Yasumaru,thk-takeshiyasumaru,1950-2010,علاج نايكان,UNCERTAIN,Searched but not found as a Naikan therapy figure. Only an unrelated historian named 'Yasumaru Yoshio' appears in results.
